0,1,2,3,4,5,6,7,8,9
SF3B5,SPTSSB,MAP2K7,AC093323.3,PGM2,TBC1D15,CD163,TMEM40,FNTA,YTHDC1
DDX46,ISOC2,SNAP47,MAEA,CLSTN3,SEPT11,ACRBP,C3orf18,NAA20,LGALSL
EMG1,INVS,FAM98A,TMEM242,YIPF5,EXOSC8,SCGB3A1,SOX13,PPIB,C6orf25
LYPLA1,TRIM69,TOMM40,ALKBH4,RFNG,CRTC1,RP11-66N24.3,SPRY1,TRPV2,NABP1
ARRDC3,DHX15,SRP72,SNRNP35,GMPR2,INTS12,ACPP,RSPH9,LYAR,SDPR
CLNS1A,MICU1,TRIM16L,DNTTIP1,RP11-706O15.1,YEATS2,PDIA5,AP4B1-AS1,PLEKHJ1,LYRM2
KIAA0040,TNK1,CXXC1,PLEKHA1,ACTR2,CAMK1D,ZNF587B,LRIG2,GNLY,LRRC8C
LDOC1L,KLRG1,NNT-AS1,HDAC1,TGOLN2,HDAC9,ADAP2,PDIA5,TBCB,PLCL1
TNFRSF9,NFATC1,TAF10,TMEM165,NOP58,TBC1D23,SYTL4,RP11-390B4.5,MZT1,SMIM14
TRIT1,NR2C1,C9orf142,WDR44,TFAM,AAGAB,PAWR,SLC22A18AS,NKG7,BMPR2
MZT1,DYNLL2,MLLT11,ARPC5L,LRRC8C,OCIAD1,ARHGAP11A,RP11-428G5.5,YTHDC1,GTF2B
RCHY1,TGOLN2,NSMAF,UNC45A,RBM26-AS1,SAMD4B,CCL2,STAU1,PAFAH1B1,FCRL6
PGRMC1,MBNL1-AS1,GIMAP2,PPP1R8,CEPT1,RAD51B,CLEC1B,LINC00494,GCA,ATP10D
AC005082.12,TIMMDC1,OSBPL7,KIAA1429,FERMT3,WDR37,C19orf33,UBE2C,GFER,CEP85L
CPNE2,ZRANB3,NR2C1,MRE11A,SMIM7,LUC7L3,DMTN,CTB-152G17.6,DTYMK,SMPDL3A
IL1RAP,PUM1,NBR1,TMEM104,SCAPER,RP11-400F19.6,SOX13,MGA,PCMT1,VIPR1
PUM1,NUDT5,MED7,AC005082.12,SAT2,RBM25,CTC-428G20.6,SPIN1,PITHD1,RP11-390B4.5
LYAR,ARPP19,PGRMC2,LIN52,C1orf35,BMPR2,IDO1,PKIG,CARS,TRPM4
AC113189.5,SUV420H2,TMEM40,OCIAD1,RP11-349A22.5,MOB2,MYO1E,TIMM22,MAFB,RPUSD2
MINA,CDK19,IP6K1,TMEM234,RNF168,GLTP,CLU,TTPAL,PDZD11,RP11-493L12.4
NEFH,SLC6A6,MRS2,CISD1,CDC16,PHF14,RP11-145M9.4,ZNF594,RAB2A,WDR37
CCP110,SDPR,DDX56,TMEM55A,RPUSD2,RPUSD3,SERPINF1,NECAB3,HLA-DMA,ALOX12
MMP9,DDI2,NEIL1,PIGF,TMBIM4-1,OSBPL7,KCNK6,RP11-314N13.3,C16orf80,LRRK2
OTOF,AATF,TSSC1,RPS19BP1,RUNDC1,DCAF8,SPATA6,USP20,CST7,SLC2A13
ARVCF,CYB561,ATG4C,ANKHD1,HMGCL,TOMM40,ZNF594,ALOX12,PDIA3,ZNF594
C5AR2,MAF1,ZNF121,GPKOW,EIF2B1,RBM4,ALOX12,SENCR,DESI1,ENKUR
ZNF436,ECHS1,TRIP11,ATP6V0E1,CTA-29F11.1,DDX17,CLEC10A,TBC1D15,CHD2,RP11-162G10.5
RP11-314N13.3,IDI1,EMG1,PLAGL1,RALBP1,BLCAP,PRRG4,CD274,SAMM50,SERPINF1
ENKUR,GTPBP6,KIAA0101,CD163,PIGX,ILF3-AS1,BMPR2,KCNE1,C9orf142,ZFAND4
DTYMK,ZNF333,YWHAB,APOBEC3G,MOCS2,FKBP3,NPHP3,TMTC2,PSMB6,RP11-428G5.5
TMEM165,IL1RAP,CAPZB,PEX19,AAR2,PLA2G12A,PRKCD,WBP2NL,TMEM14B,PLCB2
PURA,TOR1A,AAR2,BTN3A1,FBXO21,SIRT1,SDPR,DPY19L4,NME3,PBLD
SND1,MVD,EBNA1BP2,DHRS4,ENTPD3-AS1,ERCC6L2,PPIG,MTERFD1,CIAPIN1,TIMM22
ZNF397,ITPA,DCAF5,TMCO1,BCDIN3D,ZNF468,C1orf86,IGFBP4,GZMA,SPIRE2
ELL,WARS2,LMAN2,GFER,ARHGDIA,THEM4,SYCE1,KIAA0125,NFE2L2,ZNF276
TIMM17A,ORMDL2,ZNF195,HAGH,CCL3,DPH6,RBPJ,ACTR6,NDUFAF4,SPG7
RP1-111C20.4,RP11-727F15.9,DTX3,TMED4,SNX20,TRIT1,SERPINE2,ELANE,SMCO4,MBOAT7
SETD1B,ARID4A,RBM25,TRPV2,MRPL51,USP30,TRIM8,LYPD2,UBE2D2,CAMK2G
FAM120C,RNF25,RCHY1,RIT1,NIT1,METTL3,SUCLG2,PAWR,ITM2A,RPPH1
TRIP12,DAPP1,ARIH2OS,PRUNE,CHPF2,MPHOSPH10,ACD,ARHGAP11A,BLOC1S1,RP11-960L18.1
CNEP1R1,MT-ND5,IFI27,HERPUD2,PRDM2,TGFBRAP1,F5,RPUSD2,EIF5B,ATAD1
CORO7,SYCE1,HSPB11,THOC7,CHD2,MRPS18A,NEMF,LSM14B,FCGR3A,ATXN1L
PLEKHA1,AURKC,UBE3A,DNAJC2,RAB21,TREML2,THAP2,SPIRE2,PRF1,ADPRM
EXOC6,TDRP,ZMAT3,MARCH2,ZNF628,MKKS,FLJ27365,RP4-800J21.3,LST1,C5AR1
HCCS,GATA2,SPOCD1,PLEKHB2,VPS25,TUBB1,SUV420H2,RP11-430B1.2,WTAP,SLC27A1
SMCHD1,SUMO3,METTL3,CELF1,TMX2,ACP1,MARCKSL1,GDF11,UQCRC1,ZNF528
GLTP,SURF6,CRELD2,MORF4L2,ACP1,SARDH,CUL4B,STAU2,PPP6C,SPIN1
TREML2,PRR5,R3HDM1,WNK1,PHF3,GOLT1B,RCE1,YES1,TYROBP,RP11-164H13.1
SAMD9L,GADD45B,DHX15,VTI1B,TINF2,C5orf56,ARHGAP18,RP11-493L12.4,DYNLT1,GDF11
TMEM141,PDCD1,HMBOX1,CES4A,RGL2,TRIP12,GNS,ASB8,ARHGDIA,CDC42BPB
STX16,SMAP2,TRIM23,EXOSC8,BBC3,RFNG,IFIT2,ATAD1,MRPL41,TRIM14
BRWD1,RABL6,GP1BA,GALT,LTV1,RPL22L1,TSC22D1,TEX2,RPN2,MLLT6
PDHB,MANBA,ZC3H15,RP11-589C21.6,FH,SETX,TMEM87A,RIC3,TMEM87A,PTGS1
IP6K1,POLR3E,PEX26,ATP6V1D,SIVA1,ELP6,ZSWIM6,ARHGAP19,PFDN2,SCAI
MARCH5,FBXO25,NME6,ARSG,MPST,BRAT1,EOGT,CYB561,UBE2D3,USP20
CHI3L2,NOP58,SMIM14,TMEM138,TADA2A,PMEPA1,ZNF799,INTS2,CRTAP,GPR84
CCDC94,FCER1A,KCNQ1OT1,CYTH2,GLB1,LARS,ARID4A,SEPT4,C14orf166,CCL2
HMGXB4,STK32C,PAX5,EVA1B,ATG4C,ARPP19,SNX10,SAMD14,TACR2,C5AR2
FAM98A,STAU1,HLA-DQB1,CTD-2267D19.2,SPARC,F5,ZUFSP,OSBPL7,RALY,NF1
NIT1,PHACTR4,PI4KB,CASC3,HDLBP,ZNF561,C14orf166,ITGB3,ACADM,ADAP2
SAMD1,SH3KBP1,RP11-428G5.5,RAB7A,CTC-378H22.1,R3HDM2,PLEKHB2,HEXIM2,GMPR2,NEK8
LIX1L,C1QB,SMDT1,LDOC1L,FEM1B,FASTKD1,CTC-378H22.1,TUBG2,ILF3-AS1,GRAP
SYTL2,SETX,ZNF45,TOP2B,AATF,NAPA-AS1,GSTO1,MLLT6,ATXN10,RHBDD3
ARMC7,TMED5,TMX3,C1orf50,MZT1,GNPAT,PGRMC2,MRVI1-AS1,MS4A1,TTC28
CXXC1,COMMD10,MCUR1,PF4,ZNF561,GTPBP2,DHX8,RP11-219B17.1,HDAC2,ZNF333
DNAJC10,RAB2A,RUNDC1,GGA3,DDAH2,STX4,ACTR2,KIAA0101,CNIH4,RXRA
MTCH2,IFT20,C1QA,GOLT1B,ISOC2,PLRG1,KLF11,RP11-324I22.4,IFI30,TNFAIP2
TMEM234,ZBP1,ZNF718,TIMMDC1,PRDX4,EID2,RASD1,SLC2A13,HSP90AA1,NT5M
NECAB3,ACADM,MKLN1,RCL1,SH3GLB1,STX16,HDGF,AC113189.5,ASGR1,CLEC1B
RARA,BET1,ATP5A1,UBAP2,KCNQ1OT1,YTHDC1,PXMP4,NT5M,GZMK,EXOC6
DDT,ARHGEF7,STX4,ZNF276,CCDC69,CLEC1B,SND1,NEK8,PPIG,CTTN
SLC39A14,ARL6IP5,WDR55,MKKS,DNAJA1,RPL39L,RABL6,TTC28,STX16,ARHGAP19
VPS13A,SMIM7,DHX8,MAGEH1,CCDC12,TRPM4,AC005082.12,ENKUR,ATP5D,PRRG4
EDC3,UBE2D3,MYOM2,DOCK10,DNTTIP1,TANGO6,ZNF330,BIRC5,GIMAP4,AC092295.7
TRIM16L,METTL8,RALY,BZRAP1-AS1,MTIF2,VPS13C,FRAT1,RHBDD3,SUOX,AC074138.3
HMGCL,JARID2,SMARCD1,DEDD,ISG20L2,TMEM55A,ADPRM,RP11-162G10.5,AURKC,ZNF567
RABL2B,RFC2,NCR1,PLA2G12A,TAF6L,NDUFS1,TBCK,CCL2,TMED5,RAB38
C5orf56,CARHSP1,PPP2R1B,MRPL21,MRPL41,CRELD2,HERPUD2,SPHK1,PYCARD,ZNF263
LPGAT1,ZAP70,C6orf25,DDB2,NEK8,RP11-162G10.5,LINC00662,PBLD,AQP3,PRSS23
USP30,MLX,C1QB,TMEM14C,GPR183,JARID2,ARHGEF7,GGA3,ATP6V0E2,PICALM
ACPP,TAPBP,AL590452.1,HBA1,UQCRC1,NIT2,DPH6,PRRG4,HLA-DPB1,PTGDR2
RBCK1,ATG7,MESDC2,DENND6A,UBE2Q1,CCDC91,NME6,ATP8B3,ATP5H,C19orf33
NXT2,PSMA1,ISOC1,RPPH1,CAMK1D,RAB8B,NUP54,AL928768.3,NDUFA12,ARRDC4
SSBP3,RCE1,EIF2B1,LYRM2,CCDC66,EIF3D,SSBP1,RP11-66N24.3,FAM96B,WHAMM
TGFBRAP1,FLOT1,ZNF688,DUS3L,AL590452.1,FBXO21,PRPS2,ARG2,PRDX1,TAF6L
RHBDD3,SH3BP1,LYRM4,ST7L,METTL8,MED9,FH,CAPN12,CTSS,KCNK6
BNIP2,DTYMK,DERL1,GNS,GRAP,SPHK1,PRPF31,CLEC1B,SF3B5,CAPN12
ISOC1,ACP1,NARS,KIAA0196,NSMAF,MYL9,GRPEL1,KLRB1,DNAJA1,SYTL2
PLA2G4C,JAGN1,COMMD10,SLC25A12,GRPEL1,RBM26-AS1,CGRRF1,PRAF2,GADD45B,AP001189.4
OSBPL1A,ABT1,DGKZ,R3HDM1,ABRACL,HDDC3,RMND5A,KRBOX4,RNF187,FCAR
SIN3A,CD2AP,ACTR6,ACTR6,ZBTB10,BBX,RP11-430B1.2,CTTN,HLA-DQB1,NCR1
HGD,PIGF,ANKRD54,ILF3,SLC35A1,RGL2,PLAGL1,FBXO33,RP11-1055B8.7,PACS1
ARSG,DSCR3,PRR5L,BTN3A2,DDX1,LONRF1,NAA25,UNC45A,LINC00957,EID2
TNFSF12,UIMC1,SUOX,MPV17,GARS,VTI1A,LSM14B,REPS2,RP11-378J18.3,PGM2L1
CHERP,TMEM141,GATA2,DYNLL2,RABEP2,CMTM5,ZNF682,CD163,C1orf186,RP11-219B17.1
TMEM102,EAPP,TRUB2,PRDX3,NKIRAS2,ZNF615,WIBG,ARHGAP6,SYP,MRVI1-AS1
SNTA1,ARMC7,PNRC1,CEACAM4,LSM14A,ILF3,DUS3L,C5AR2,RP11-252A24.3,CTD-2537I9.12
HOMER2,ARF4,SUV420H2,PRDX4,MRP63,NOC4L,C7orf26,DHX34,C2CD4D,C16orf52
CAMK2N1,SND1,CDC40,DESI1,FAM210B,DMAP1,NSMAF,TSC22D1,IDH3G,CLDN5
TNS1,NF1,GADD45B,THUMPD3,YIPF3,GUCD1,TRIP12,RP11-5C23.1,PSMB8,KLRG1
LINC00886,HPRT1,DNMT3A,SCP2,CWC15,KIF3A,DTYMK,CPNE2,STUB1,ZNF682
PARS2,GINM1,MPC2,MTIF3,MRPS33,TTC1,UBE2D4,ARRDC4,MFSD10,CD163
PRICKLE1,RP11-1055B8.7,ARMC7,YIPF3,UBE2L6,VPS13A,PDXDC1,DLEU7,CELF1,ACRBP
AP001462.6,RP11-879F14.2,NT5C3A,SPOCD1,HBP1,RABL2A,ARPP19,ZNF175,CCDC12,TGFB1I1
TGFB1I1,LINC00957,RIOK1,SLA,PARP1,PRPF8,PYCARD,ZNF615,ISCA2,LILRA4
ATP8B3,ATP9A,SLC40A1,SEPT11,NFE2L2,BBS2,MLEC,BACE2,SAMD9L,RP11-430B1.2
CTC-428G20.6,RAB6B,SIAH2,CSNK2B,EIF1B,PDIA5,GYS1,ZNF528,TMBIM6,CD9
TEX2,RP11-252A24.3,ZNF333,FAM210B,TASP1,PPIG,MARCH6,CTD-2302E22.4,HIST1H2AH,TAOK2
ZNF653,GOLGA1,CASC4,KIAA1430,RFXANK,ZFX,ATP5D,FCAR,GTF2B,TRIM8
NT5M,POLDIP2,BOLA1,SPRTN,TRIP11,BNIP2,KIF3A,NCR1,RP11-545I5.3,SENCR
YES1,STX4,PAICS,ABHD5,RNF7,PAICS,UTP6,RBM26-AS1,MMP9,ZNF195
DIDO1,PNPLA8,CLSTN3,TAF10,ZNF718,CXXC1,ISG20L2,CTD-2537I9.12,BGLAP,CEACAM4
RALBP1,RHEBL1,PURA,GRSF1,CKS1B,HIST1H2BJ,MAT2A,CD9,RIN2,SYCE1
BRAT1,KIR3DL2,POLDIP2,RPUSD3,WNK1,PITHD1,RP11-349A22.5,ZNF587B,ANKS1B,C16orf54
FRAT1,HDLBP,SURF6,PIK3R1,C6orf25,CPNE5,SNCA,ZNF256,RP11-219B4.7,IFITM3
MCUR1,ZNF688,HOOK2,DNAJA3,TCF12,MUM1,ZNF493,PCNX,COLGALT2,MYO1E
TINF2,SPHK1,TMEM14B,CAMK2G,PLA2G12A,RFC5,SHOC2,PRR5,OTOF,CTD-2368P22.1
RP11-488C13.5,NDUFC2,NAA25,BRWD1,PPP6C,TTC14,RP11-488C13.5,TGFB1I1,ARVCF,ZNF256
MRPS12,FH,GBP1,CIDEB,PTGES2,COPS4,ARPC1B,AC074138.3,PSMA7,ZNF587B
GSTZ1,PAFAH1B1,SERPINE2,LPIN1,TDG,CBX5,CAMK2G,TBXA2R,CDV3,SLC22A18AS
ITPA,GP9,C12orf45,SLC39A1,LAMTOR5,TMEM40,SIVA1,FLJ27365,ARRB2,RABEP2
MMD,BNIP2,TTPAL,MRPS12,TSPAN33,MCM3,CORO7,ANKRD9,DNAJC7,PRKACA
IFFO1,NCR1,CSNK1A1,PEMT,MRPL42,TBCK,TMEM60,ZNF121,TNFSF10,CTD-2267D19.2
SLC12A4,RPUSD3,ZNF626,ARL2,SLC50A1,MESDC2,TRIM69,CLDN5,RP11-496I9.1,PAX5
MADD,WIBG,MTERFD1,PSMB6,TMEM55A,MMADHC,SYVN1,TMEM116,NCKAP1L,ZNF615
PSMA7,MRP63,MUM1,SARS,ANAPC13,EVA1B,STX16,BAG4,CRIP3,REPS2
C16orf74,SPARC,POMT1,GAS2L1,TAF1D,PPIE,GOLGB1,AP001189.4,RP1-28O10.1,NECAB3
PRPF8,CIDEB,ZNF468,IFI35,SIAH2,LUC7L,INTS12,CEP128,SNTA1,DLEU7
TNFRSF17,RAB8B,RP11-70P17.1,C12orf10,RTFDC1,COQ7,MTIF2,DMTN,CXCR1,CD93
KLC4,CAPN12,SEPHS2,TNFSF12,CELF1,KIAA0101,GTPBP2,C16orf52,CAMK2N1,MACROD2
U2SURP,MFF,ITGA2B,AAGAB,SPEN,NARG2,RASGRP2,SYTL2,LINC00886,TSC22D1
KCNK6,NFU1,BET1,TRIM69,ICAM2,NONO,RGS1,ZNF653,PARS2,RP11-314N13.3
PDE6B,ATXN7L3B,AGA,CAP1,NAT9,CCL3,RP11-473I1.5,LDOC1L,RP11-432I5.1,ZNF397
IQCE,MIS18BP1,TBPL1,MESDC2,FAM127A,TAF1D,MRPL1,PDZD4,RP11-527L4.5,BACH1
MED9,EIF2AK4,MIS18A,SEPHS2,ZNF397,UBE2K,AGA,ZNF799,RP11-1000B6.3,PJA1
DDX17,RP11-792A8.4,MLLT10,SMS,ING5,POLD2,MOCS2,RAB38,SHPK-1,CGRRF1
IL24,CYTH2,RABEP2,C4orf33,WDR44,PRKACB,UBAC2,AC092295.7,PRICKLE1,SYTL4
FCGR3B,UBA5,STX16,NCKAP1L,GPR35,RBBP6,LARS,LINC00662,HP,ARMCX5
FZD3,C1orf86,PVALB,FOPNL,IFI27,C16orf54,FBXO7,PJA1,AP001462.6,YES1
ABHD5,C12orf10,YIPF5,JUND,RASD1,ODC1,BOLA1,RPS6KL1,ADSL,ZNF175
ZNF106,TMEM251,POLD2,F2R,PARL,CYB5B,TAF6L,S100B,SNRPB,ZNF559
EIF5,FRY-AS1,RPL7L1,MT-ATP6,YEATS2,IDUA,RBBP6,ZNF682,UBE2D1,ZNF121
HMBOX1,RAB11B,RP11-879F14.2,CA2,TAOK3,EXOC6,WDYHV1,SYTL4,VAMP8,OAS3
CEPT1,KARS,RP11-378J18.3,ZNF212,MTIF3,CTNND1,SAT2,RP11-87C12.2,CCDC91,TMEM116
TMX3,PAX5,ATP9A,FUS,CTNNB1,PEX16,NDUFAF4,PRSS23,GBP1,ALDH2
SLC19A1,NDUFA12,C1orf186,RPUSD4,ANKRD54,TMEM140,STAU1,TNFRSF13C,NONO,FRMPD3
RP11-142C4.6,NEIL1,RAB6B,NARS,TM7SF3,ATP5SL,FEM1B,FRMPD3,SAMD12,CTD-2302E22.4
PRKAR2B,JKAMP,C2CD4D,SMPDL3A,PDCD2L,ITSN2,MKKS,RP11-950C14.3,S100A6,SPHK1
DAGLB,CSNK1A1,TKTL1,PDCD1,ZNF593,MALT1,RP11-138A9.2,CTD-2368P22.1,CCDC124,RAB9A
IDH1,NXT2,TM7SF3,GRPEL1,TMEM91,LBR,TRIM23,HNRNPH3,H2AFY,ARHGAP6
MICU1,DCAF8,RP11-727F15.9,STK11IP,CMTM7,STOML2,PELI1,ECHS1,AC004257.3,PTGDR
LINC00662,ZNF106,DOCK10,PPA2,UBXN4,CLEC10A,USP5,CKS1B,TPM2,RETN
GGA3,ANAPC4,FBXO33,EFCAB14,PSMG2,EXOC4,VTI1A,TBC1D23,DNASE1L3,ABCB1
MT-ND5,IL4I1,SCAI,CCDC69,PARVB,STAMBP,NCKAP1L,CD48,CXCL3,ATP8B3
PI4KB,PITPNM1,PSMC6,USP20,GGA2,EOGT,MMD,LYRM2,RP1-315G1.3,PILRB
TPM2,MMP9,PPP6C,C14orf1,RNF213,CITED4,STK11IP,NELFB,FIZ1,CTB-152G17.6
METTL21A,RIN2,GLRX3,MOB2,GGA3,RP13-270P17.3,SRM,ADIPOR2,RP11-385F7.1,ELANE
ECHDC1,RP11-219B4.7,SHARPIN,CTNND1,PPIG,MAF1,TSPAN15,DIMT1,WDFY3,S100B
DNASE1L3,COLGALT2,HDAC2,ACRBP,RP11-421L21.3,PRDM2,ORC2,TMX2,RPH3A,TNFSF13B
RP11-701P16.5,OTOF,GP9,CRTAP,STK32C,MRE11A,SNAP47,IDH1,CLEC4C,COL6A2
UTP6,SMIM5,TMEM50A,TTN-AS1,C16orf54,RGS14,KDM3B,DENND6A,RFPL2,TMEM140
VPS25,TTC30A,MNAT1,SRA1,PLAGL1,TRUB2,RP11-87C12.2,VAMP5,SPATA7,RBM26-AS1
CXCL3,DDT,KIR2DL3,AURKC,DDX17,SLC40A1,BACH1,BOLA1,SLC22A4,RP4-800J21.3
RP1-315G1.3,XPNPEP1,PLEKHA3,TDRP,DESI1,TADA2A,SETD1B,ASXL2,MAF1,ARSD
FIZ1,TMEM91,TSC22D1,GATA2,CLNS1A,R3HDM1,GLTP,MTERFD2,RNF7,RP5-894A10.2
RP11-385F7.1,KLRC1,INTS12,PHF5A,LSM14B,WARS2,FKBP5,C16orf54,C12orf10,STAU1
WDFY3,EBF1,EIF3D,DPY19L4,MAP2K7,CUL4B,SLC35A2,CCDC91,SAT2,LINC00494
RPH3A,CAMK1D,METTL8,ISOC1,NSA2,CECR5,PDE6B,PHF14,FPR1,MDP1
THBS1,AGA,SNX9,DMTN,TPD52L2,DOHH,TMEM91,CHI3L2,ZNF503,CHPF2
FLOT1,RPL39L,ZNF493,WHAMM,TAF10,ARL16,C16orf80,CDC123,FBXL14,TTPAL
GLYCTK,RALY,PDCD2L,NECAB3,DYNLT1,VMAC,TREML1,ENTPD3-AS1,RP11-798G7.6,RP11-5C23.1
DICER1,EWSR1,ABHD13,LAMP2,PRPS2,PYGO2,UBIAD1,PARP1,AEBP1,BACE2
EIF1B,ZNF593,PRKACB,GBP4,MAGEH1,MARC1,MZT1,TMEM138,RP11-178G16.4,KCNE1
TMEM104,EIF1B,TMEM9B,PPIE,SLC20A2,PLEKHA1,CPNE5,RHEBL1,GNG3,GYS1
KLF13,SNRNP27,MYCBP2,TMEM116,DNAJC7,DDI2,SMARCA4,PPIL2,TCL1B,TBXA2R
THUMPD3,UTP6,MARCH5,RP13-270P17.3,SKAP2,SPIN1,STT3A,C17orf59,AP003419.16,C1GALT1C1
C15orf57,SYVN1,BLZF1,CCDC124,ORC2,GSN,BRAT1,C19orf52,INSL3,ARG2
GUSB,SLC50A1,MCM3,ABCC10,ZNF626,C17orf59,ABCC10,PEX26,ACVR2A,FAM127A
TAPBP,PCMT1,SNX5,PUM1,SIN3A,ABCC10,ZBED5-AS1,RABL2A,7SK-2,ZBTB10
RABL6,C14orf80,MTRF1,SPG20,APH1B,DUS3L,EIF2AK4,CYTH2,LMAN2,ITGB3
RAB7A,JAZF1,ARL16,GBGT1,BAZ2A,CTC-444N24.11,RP11-70P17.1,HDAC1,MESDC2,ZNF653
WDR91,NME6,METTL21A,SAMD4B,TOP1MT,ACD,MYO9B,USP19,EIF5,HEXIM2
LYRM4,GPR35,UBA5,YWHAB,CRTC1,PHACTR4,RCHY1,SEPT11,HLA-DPA1,TMEM55A
EARS2,RRAGC,CD2AP,ZNF106,CCT7,AC005082.12,ABHD5,IRF9,ATP5A1,DPY19L4
AP4S1,PIGX,HDDC3,LRIG2,USP36,NUP54,HMGXB4,SETD1B,FCN1,PAWR
MRPL21,HELQ,PDXDC1,PHF3,TRIM69,GAS2L1,CASC4,TNFSF12,SERAC1,ZNF799
TBXA2R,PLEKHB2,HIST1H2AH,PCNA,TPM4,CLYBL,WNK1,SPRTN,LINC01013,HOOK2
CCDC124,GIT2,TFAM,DCAF5,TMEM80,OBSCN,CEPT1,ZNF32,PUS7,ATXN7L3B
CDV3,MRPS18A,RAB11B,MRPS33,EIF3D,ADAL,GGA2,METTL21A,RP11-398C13.6,TUBG2
XPNPEP1,ATP10D,SPRY1,LMAN2,MDP1,ABHD13,UBE2Q1,RAB9A,CD2,RP11-400F19.6
SLC27A1,HDAC9,ABI2,RAB2A,CSNK1A1,TIMM10B,REEP3,PSMD14,TREX1,LGALS2
NEIL1,FOSL2,WDR44,IL27RA,CD2AP,C9orf37,CNIH4,SMCHD1,PEX16,LYPD2
C9orf3,C10orf32,PJA1,THYN1,KDM3B,C15orf57,DSCR3,RABL6,NEFH,IL27RA
CTNND1,TRMT61A,TMEM116,WIBG,IFI44,RAB9A,IL27RA,PYGO2,FMO4,TBC1D15
MVD,EBNA1BP2,RP11-545I5.3,C9orf37,CCT4,SLFN5,RP11-367G6.3,RGS14,ZNF404,RAB21
ATXN1L,RELB,UIMC1,CDC37,SAFB2,ZBED5-AS1,SIK1,PPIE,PRELID2,RP11-950C14.3
CTNNBL1,SMARCA4,PDZK1IP1,RNF14,PSMC4,MTRF1,TNRC18,ARL2BP,GTF3A,CD274
DCP2,EIF5B,ANKS1B,MFSD10,RGS18,CES4A,KLC4,ORC2,HLA-DQA1,UBAP2
RP4-612B15.3,PLA2G4C,RP11-219B4.7,DIMT1,SLC27A1,HEMK1,CWC15,PIGX,GLRX3,IGFBP4
FASTKD1,CRIP3,COLGALT2,JAGN1,ZUFSP,MRS2,PQBP1,HAGH,CDC42EP3,CEP128
DENND5A,HGD,TTC30A,TLE4,GYS1,ATPAF1,BABAM1,UBLCP1,LYSMD4,DHX34
TMEM219,HOMER2,TRMT61A,KLF13,TRIM8,WTAP,OAS3,COPS4,FZD3,STAU2
ABHD17B,CXCR1,TTC1,SPSB2,AP3M2,PGM1,EIF5B,PGM2L1,CXCL10,OSBPL7
C19orf33,TNS1,VAPA,RP11-367G6.3,TREML1,SPARC,TMEM116,SMARCC2,ANKRD22,SAMD14
CCDC12,RP11-1000B6.3,SNX14,MLLT6,RABL2A,RP11-428G5.5,SLC2A13,LPGAT1,SDHAF2,MMD
MIS18A,PRICKLE1,BBS2,MGMT,NFATC1,PILRB,MAGEH1,SMYD4,SUCLG2,FHL1
GP1BA,HP,PPIE,PPP2R3C,RFC5,EBNA1BP2,SNRNP27,RP11-138A9.2,MED30,PDZD4
SLC50A1,BTN3A1,TMEM242,RP11-139H15.1,ABHD13,RPN2,TASP1,MRPS33,SLC16A5,ILF3-AS1
PHF12,ELOVL4,C14orf166,NPRL2,DCP2,MRM1,YWHAG,AAGAB,LYRM4,HCFC2
CDK16,PDK2,KARS,USP36,MED9,MARCH6,RP5-827C21.4,AGA,LZTS2,NAT9
RABL2A,ISY1,TMX2,SLBP,POLD2,BLZF1,ZNF626,DCAF5,DENND5B,NR2C1
MRVI1-AS1,DENND5A,KRBOX4,DICER1,DHX8,EIF5B,GZMK,MOB2,SLC12A4,CTD-2006K23.1
BLM,QSOX1,ENHO,GLYCTK,CTD-2267D19.2,FAM63B,BLOC1S1,FOPNL,IQCH-AS1,TEX2
LAMTOR5,RFXANK,SNW1,PRDX1,HDAC5,STAU2,GOLGA1,ODC1,LAMP3,DMTN
CDC40,VDAC3,ZNF836,TMEM18,JKAMP,FOPNL,RPUSD4,RP5-1073O3.7,PRRG2,PCNX
ZNF841,DCP2,GTF2B,ARHGDIA,CUL4B,TMEM87A,CHD7,TRMT61A,RP11-532F6.3,CLU
GNG3,ATXN10,RBM5,PVALB,STK38,RNF139,LSM6,CEP164,IQCE,CYB561
MCF2L,TRAPPC3,NSA2,ILF3-AS1,OXLD1,RP4-612B15.3,DHX34,ATXN1L,FCGR3B,FLJ27365
S100P,NAA20,NFAT5,SYTL2,MCM3,GNPTAB,HSPB11,RNF26,IL24,BAG4
TTC28,TMEM14C,ANKAR,RP11-1055B8.7,UBE2D1,PCNX,CEP68,APOBEC3B,MRP63,IDO1
MYOM2,CCDC12,RGS14,RP11-879F14.2,ATP10D,ST20,EIF1AY,ACBD3,XXbac-BPG299F13.17,RP11-589C21.6
AP003733.1,TMEM62,RBBP6,RAB6B,IFFO1,CTNNB1,PFDN2,ADAL,SNHG7,INTS2
PPT1,SENCR,SEC31A,C2CD4D,SAMD4B,CSNK1A1,RP11-589C21.6,PPP1R8,PMF1,TMTC2
YPEL3,JAKMIP1,PTGDS,TRAPPC3,ODC1,SMC2,NIT1,RDH14,S100A11,WBP2NL
SMARCA4,OAS3,PCNX,REXO2,NF1,TMEM222,ZNF747,CASC7,EARS2,SEPT4
F11R,NUDT1,FAM43A,ARSD,NCOR2,CIAPIN1,FBXO21,PKN2,LINC00342,AAGAB
UBE2D4,SELPLG,C21orf33,AGO4,SIRT1,ZNF397,RNF26,DNAJB14,SARDH,WNK1
